mc160.train.49	they walked past Park.	they walked past River.	they walked past Garage.	they walked past Library and store.	The grandfather cooked the catfish.	Steve cooked the catfish.	The mothers cooked the catfish.	Me cooked the catfish.	the grandfather got from the garage River.	the grandfather got from the garage Worms.	the grandfather got from the garage Stories.	the grandfather got from the garage Poles, fishing line, hooks.	the grandfather doing in the back yard was Sitting under a tree.	the grandfather doing in the back yard was Being bored.	the grandfather doing in the back yard was Reading.	the grandfather doing in the back yard was Fishing.
mc160.train.50	couldn't Tumble eat his oatmeal, at first because The oatmeal was too hot to eat.	Tumble did n't like hot oatmeal	Tumble was n't his turtle bowl	couldn't Tumble eat his oatmeal, at first because his nose was too big for the bowl.	Tumble liked to do eat grass.	Tumble liked to do walk around in the garden and dig small holes to sleep in.	Tumble liked to do take care of Billy.	Tumble liked to do cool down.	Billy's was turtle name Toby.	Billy's was turtle name Tumble.	Billy's was turtle name Tutti.	Billy's was turtle name Timmie.	Billy did everyday after school watch TV.	Billy did everyday after school dig small holes.	Billy did everyday after school walk around the garden.	Billy did everyday after school Feed Tumble a big bowl of oatmeal.
mc160.train.51	Jenny when her mother gave her the cream for the sunburn was in the beach.	Jenny when her mother gave her the cream for the sunburn was in school.	Jenny when her mother gave her the cream for the sunburn was in home.	Jenny when her mother gave her the cream for the sunburn was in the mall.	Jenny had with her 4 friends.	Jenny had with her 1 friends.	Jenny had with her 2 friends.	Jenny had with her 6 friends.	Jenny and her friends lay down on the towels to enjoyed the sun in The water.	Jenny and her friends lay down on the towels to enjoyed the sun in Home.	Jenny and her friends lay down on the towels to enjoyed the sun in The sand.	Jenny and her friends lay down on the towels to enjoyed the sun in School.	name of the girl with blond hair and blue eyes was Jenny.	name of the girl with blond hair and blue eyes was Helga.	name of the girl with blond hair and blue eyes was Sarah.	name of the girl with blond hair and blue eyes was Suzy.
mc160.train.52	Timothy is the main character in the story.	Sarah is the main character in the story.	Kate is the main character in the story.	Annabelle is the main character in the story.	Sarah has 1 brothers and sisters.	Sarah has 2 brothers and sisters.	Sarah has 0 brothers and sisters.	Sarah has 3 brothers and sisters.	Timothy was bored.	Timothy was annoyed.	Timothy went home.	Timothy Leave because His friend came.	Annabelle is Annabelle and Sarah's friend.	Kate is Annabelle and Sarah's friend.	Timothy is Annabelle and Sarah's friend.	Sarah is Annabelle and Sarah's friend.
mc160.train.53	they so were excited in The Fair, and because the rides were fun.	they so were excited in The park, and because Bob the clown was going to be there.	they so were excited in The art show, and because Bob the clown was going to be there.	they so were excited in The fair, and because Bob the clown was going to be there.	The clowns name is Bosco.	The clowns name is Bob.	The clowns name is Sam.	The clowns name is Tim.	Bob the clown doing when Billy and Sandy got to the fair, and what did they have to do before they could was get something from the clown too Handing out cotton candy and candy apples, and pay to get in.	Bob the clown doing when Billy and Sandy got to the fair, and what did they have to do before they could was get something from the clown too Doing a clown dance, and and wait in line.	Bob the clown doing when Billy and Sandy got to the fair, and what did they have to do before they could was get something from the clown too Handing out cotton candy and candy apples, and go on a ride.	Bob the clown doing when Billy and Sandy got to the fair, and what did they have to do before they could was get something from the clown too Handing out cotton candy and candy apples, and wait in line.	Billy and Sandy have to do before they could went to the fair do chores and clean the kitchen.	Billy and Sandy have to do before they could went to the fair rake the lawn and clean their rooms.	Billy and Sandy have to do before they could went to the fair do their chores and clean their rooms.	Billy and Sandy have to do before they could went to the fair sweep the sidewalk and wash the dishes.
mc160.train.54	Bob find that did were not eaten 400 potatoes.	Bob find that did were not eaten 200 potatoes.	Bob find that did were not eaten 300 potatoes.	Bob find that did were not eaten 600 potatoes.	could the cat not run away because It ate the pumpkin.	could the cat not run away because It was stuck in a well.	could the cat not run away because it ate too many potatoes.	could the cat not run away because It was lazy.	the dog, called Cat.	the dog, called Pumpkin.	the dog, called Bob.	the dog, called Gob.	Bob chased the duck.	Bob threw Gob into the house because Gob ate a pumpkin.	Bob ate a potato.	Bob got hungry.
mc160.train.55	red color hair did the lady have.	gray color hair did the lady have.	brown color hair did the lady have.	blonde color hair did the lady have.	wrong with the squirrel was It ran into the street.	wrong with the squirrel was It was stuck in a tree.	wrong with the squirrel was It got hurt, and it only had three legs, and it was hungry.	wrong with the squirrel was It had a bent tail.	In the spring, It stuck the peanuts in its mouth and ran away did the squirrel do with the peanuts.	In the spring, It chewed up the peanuts and spit them out did the squirrel do with the peanuts.	In the spring, It put the peanuts in the pool did the squirrel do with the peanuts.	In the spring, It would take the peanuts and dig a hold and hide them, and then it would come back and get some peanuts to eat did the squirrel do with the peanuts.	there were giant squirrels.	there were flying squirrels.	there were Bully squirrels.	there were baby squirrels.
mc160.train.56	I bought in the store a meat pie.	I bought in the store hot dogs and soda.	I bought in the store a ball.	I bought in the store popcorn, soda, juice, and dog treat.	brown and white color was the dog.	pure white color was the dog.	he was a good dog color was the dog.	he licked my hand color was the dog.	the dog, called Jones.	the dog, called Rin tin tin.	the dog, called Rex.	the dog, called Hazel.	Mr. asked, `` what are you doing here? ''	Mr. picked out a treat	Mr. said, `` we are closed ''	Mr. smiled and thanked me for shopping at his store
mc160.train.57	Tim's day exciting because Tim and his mother and two little sisters were going to the beach.	Tim's day exciting because Tim and his little sisters were going to have a campfire in the backyard.	Tim's day exciting because Tim and his mother were going to the swimming pool.	Tim's day exciting because Rebecca and Georgia, Tim's sisters, were taking him to the beach.	 Did Tim do anything to pass the time in the van during the trip Tim asked his sisters questions in the van.	 Did Tim do anything to pass the time in the van during the trip Tim played Eye Spy, and 20 Questions with his mother in the van.	 Did Tim do anything to pass the time in the van during the trip Tim did not do anything to pass the time.	 Did Tim do anything to pass the time in the van during the trip Tim played Eye Spy with his sisters in the van.	Tim's family had for a picnic on the beach Tim's family had lemon chicken, macaroni, and a pie for dessert.	Tim's family had for a picnic on the beach Tim's family had cold chicken, macaroni salad, and lemon pie for dessert.	Tim's family had for a picnic on the beach Tim's family had macaroni and cheese, chicken, and a lemon pie for dessert.	Tim's family had for a picnic on the beach Tim's family had chicken salad, and lemon pie for dessert.	the water like when the family was reached the beach The water was warm, and made a lovely sound when it lapped up on the shore, and it also felt great on Tim's toes.	the water like when the family was reached the beach The water was hot when they went swimming.	the water like when the family was reached the beach The water was full of seaweed.	the water like when the family was reached the beach The water was cold.
mc160.train.58	Molly's cat plays with yarn.	Molly's cat plays with cage.	Molly's cat plays with wheel.	Molly's cat plays with ball.	Molly likes animals.	Molly likes baseball.	Molly likes skating.	Molly likes singing.	Molly's dog's is name Spot.	Molly's dog's is name Spike.	Molly's dog's is name Tom.	Molly's dog's is name Tiger.	Molly's dog plays with ball.	Molly's dog plays with fish.	Molly's dog plays with mouse.	Molly's dog plays with paper.
mc160.train.59	dog is in At his friend's house.	dog is in The field, forest and neighborhood.	dog is in In the garage.	dog is in By the lake.	 Was Max happy after he was found Yes, he had his human friend back and made a dog friend.	 Was Max happy after he was found Yes, he was lost and glad to be home.	 Was Max happy after he was found Yes, because he could go swimming with Joey again.	 Was Max happy after he was found No, he didn't like Joey so he ran away.	Joey's birthday was on Summer.	Joey's birthday was on Winter.	Joey's birthday was on Fall.	Joey's birthday was on Spring.	Joey's birthday was present A German Shepherd.	Joey's birthday was present Books.	Joey's birthday was present A Cat.	Joey's birthday was present A  Poodle.
mc160.train.60	Luke's dog is named Squeaky.	Luke's dog is named Bob.	Luke's dog is named Sparky.	Luke's dog is named Freckles.	The pond is on First.	The pond is on Willow.	The pond is on Elm.	The pond is on Vine.	Luke puts on his hat, coat and gloves, and leaves all of them on through the whole story.	Luke puts on his hat, coat, and gloves, but takes them off before going to the pond.	Luke put on his hat, coat and gloves, but later takes off his hat and coat.	Luke puts on his hat, coat, and gloves, but later takes off only his gloves.	Luke stay on Vine Street the whole way.	Luke and Sparky take to the pond Across First Street and taking a left turn to Elm Street.	Luke and Sparky take to the pond Down Vine Street, across Willow Street, turning on First Street to Elm Street.	Luke and Sparky take to the pond Down Elm Street, to Willow Street, Turning on Vine Street, to First Street.
mc160.train.61	Tim was hoped going to get him the bike His friends.	Tim was hoped going to get him the bike His teacher.	Tim was hoped going to get him the bike His parents.	Tim was hoped going to get him the bike His brother.	Tim did n't open any presents	Tim was his birthday	Tim was the best kid in class	Tim won them in a game	Yellow color was the bike Tim always wanted.	Green color was the bike Tim always wanted.	Red color was the bike Tim always wanted.	Blue color was the bike Tim always wanted.	His Sister hid the bike from Tim.	His Friend hid the bike from Tim.	His Mom hid the bike from Tim.	His Dad hid the bike from Tim.
mc160.train.62	the family planning to is have for dinner tomorrow chicken and rice.	the family planning to is have for dinner tomorrow chicken, carrots and potatoes.	the family planning to is have for dinner tomorrow chicken soup.	the family planning to is have for dinner tomorrow Thai noodles with chicken and red peppers.	homework that does Amy need help with is English.	homework that does Amy need help with is Math.	homework that does Amy need help with is Art.	homework that does Amy need help with is Social studies.	Joe felt sad because Because Cindy wanted Amy to help her with her homework.	Joe felt sad because Because the chicken was no good.	Joe felt sad because Because he ate an ingredient needed for tomorrow's dinner.	Joe felt sad because Because Cindy went to get a glass of water.	Amy, Joe and Cindy had for dinner only chicken.	Amy, Joe and Cindy had for dinner Chicken soup.	Amy, Joe and Cindy had for dinner chicken, carrots and potatoes.	Amy, Joe and Cindy had for dinner Thai noodles with chicken.
mc160.train.63	Eliza's favorite was sport that she did Gymnastics.	Eliza's favorite was sport that she did Basketball.	Eliza's favorite was sport that she did Dance.	Eliza's favorite was sport that she did Soccer.	her parents help Eliza with her school work she did was having problems with Focus on dance and not do her schoolwork.	her parents help Eliza with her school work she did was having problems with Let her friends do her homework.	her parents help Eliza with her school work she did was having problems with Stayed at school longer hours.	her parents help Eliza with her school work she did was having problems with Got her extra help outside of the classroom.	Eliza having problems was with the English part of school.	Eliza having problems was with the History part of school.	Eliza having problems was with the Science part of school.	Eliza having problems was with the Math part of school.	"the recital that Eliza and Maddy was were practicing for ""Beauty and the Beast""."	"the recital that Eliza and Maddy was were practicing for ""The Beauty and the Rain""."	"the recital that Eliza and Maddy was were practicing for ""Beauty is inside our Hearts""."	Eliza are all Beautiful
mc160.train.64	going to the beach were To many people to count! people.	going to the beach were Five people people.	going to the beach were Sam was the only one going to the beach people.	going to the beach were Three, Sam his mom and his dad people.	Sam excited because Because his grandma gave him a pale.	Sam excited because Because he likes sandwiches.	Sam excited because Because he could count.	Sam excited because Because they were going to the beach.	sam's grandma gave him Sam's grandma game him a pale.	sam's grandma gave him Sam's grandma gave him breakfast.	sam's grandma gave him Sam's grandma gave him a sandwich.	sam's grandma gave him Sam's grandma gave him a day at the beach.	they making were They were making a game.	they making were They were making sandwiches.	they making were They were making a pale.	they making were The were making the beach.
mc160.train.65	the Frisbee costs 75 cents.	the Frisbee costs 75 dollars.	the Frisbee costs 25 cents.	the Frisbee costs 80 cents.	Grace looked for when she left the store Susan and Jeff.	Grace looked for when she left the store Jeff and Grace.	Grace looked for when she left the store Susan and Ginger.	Grace looked for when she left the store Ginger and Jeff.	Frisbee lands in a tree	Frisbee hits the ground	Frisbee flies over Ginger 's head	Ginger catches it happens to the Frisbee when Grace throws it for the last time.	Ginger and Grace did the next day found Susan.	Ginger and Grace did the next day ate cookies.	Ginger and Grace did the next day went back to the park, got their Frisbee back, and played again.	Ginger and Grace did the next day talked to Jeff.
mc160.train.66	Lulu's favorite water bowl is in her favorite water bowl is the fish bowl.	Lulu's favorite water bowl is in her favorite water bowl is on the kitchen floor.	Lulu's favorite water bowl is in her favorite water bowl is in her cage.	Lulu's favorite water bowl is in her favorite water bowl is the cat's water bowl.	Daddy get mad because Lulu never brings her lamb to him when they play fetch.	Daddy get mad because Lulu drinks from Daddy's water glass.	Daddy get mad because Lulu steals Daddy's blanket.	Daddy get mad because Lulu barks at everything and she barks all the time.	Lauren and Alan give to Lulu to sleep with Lauren gives Lulu her doll and Alan gives Lulu his scarf.	Lauren and Alan give to Lulu to sleep with Lauren gives her a toy cat and Alan gives her Grandma's blanket.	Lauren and Alan give to Lulu to sleep with Lauren gives her the lamb and Alan gives her his blanket.	Lauren and Alan give to Lulu to sleep with Lauren gives Lulu her blanket and Alan gives her the lamb.	Alan's toy dog toy does Lulu like to play with.	her ball toy does Lulu like to play with.	Lulu blanket	her lamb toy does Lulu like to play with.
mc160.train.67	Mandy likes to paint flowers.	Mandy likes to paint elephants.	Mandy likes to paint bugs.	Mandy likes to paint trees.	Timothy does do with Mandy and Andrew watches television.	Timothy does do with Mandy and Andrew plays baseball.	Timothy does do with Mandy and Andrew goes home.	Timothy does do with Mandy and Andrew paints.	Mandy's friend is Sean.	Andrew's mom is Sean.	Timothy's imaginary friend is Sean.	Mandy's teacher is Sean.	Andrew eats after baseball apples.	Andrew eats after baseball his homework.	Andrew eats after baseball carrots.	Andrew eats after baseball cake.
mc160.train.68	Based on Reading John likes to do, Reading else do you think John would enjoy.	Based on Cooking John likes to do, Cooking else do you think John would enjoy.	Based on Soccer John likes to do, Soccer else do you think John would enjoy.	Based on Watching television John likes to do, Watching television else do you think John would enjoy.	crazy basketball tricks does John that enjoy is Side passes.	crazy basketball tricks does John that enjoy is Bounce passes.	crazy basketball tricks does John that enjoy is Slam dunks.	crazy basketball tricks does John that enjoy is Overhead passes.	John had a special bat	John once got a home run	John practiced every day and every night	John was a great pitcher	John likes Clothes.	John likes Books.	John likes Sports.	John likes Video Games.
mc160.train.69	Max feel when Mary founded him at the end of the story Happy.	Max feel when Mary founded him at the end of the story Angry.	Max feel when Mary founded him at the end of the story Bored.	Max feel when Mary founded him at the end of the story Afraid.	Mary doing in the woods was Picking blueberries.	Mary doing in the woods was Chasing squirrels.	Mary doing in the woods was Napping.	Mary doing in the woods was Visiting a cabin.	Squirrel such as Max.	Cat such as Max.	Rabbit such as Max.	Dog such as Max.	Max was afraid	Max heard a loud noise	Max wanted some water	Max chased a squirrel
